lat,lon,grnd,gebco,uncertainty,tid_flag
61.754403333333336,-36.75371333333333,2697.2173032907604,2679.0,83.0,9998
56.79508,-33.58111,1747.3577659752575,1514.0,1237.4,9998
56.80347,-33.6719,1806.3007877305456,1539.0,1267.5,9998
61.503166666666665,-38.49858,2465.4031996118665,2466.0,588.4,9998
52.732925,-35.245383333333336,3351.9349101755865,3474.0,1474.0,9998
52.738218333333336,-35.234255,3330.468880267295,3334.0,1459.1,9998
56.888415,-33.774406666666664,1860.3052841462402,1815.0,1166.4,9998
61.19580833333333,-40.06321333333333,2123.557726063908,2174.0,2047.6,9998
52.683405,-35.884245,3768.1436192726546,3751.0,1435.5,9998
52.6671,-36.00745666666667,3721.4028351882266,3734.0,1367.1,9998
51.446796666666664,-35.089983333333336,3423.536865605033,3451.0,2138.4,9998
56.919871666666666,-33.62995333333333,2374.252849429426,2459.0,1276.5,9998
60.55108333333333,-40.529228333333336,2403.904966915517,2418.0,2270.5,9998
52.767846666666664,-36.03141333333333,3738.900320139801,3528.0,1200.9,9998
52.78604166666667,-36.055276666666664,3469.935612678694,3386.0,1080.5,9998
51.721648333333334,-35.00627166666666,3855.124211528328,3752.0,2970.2,9998
58.03038,-37.94034,2570.833210468251,2730.0,541.8,9998
56.99189666666667,-33.72233333333333,2185.08398583721,2524.0,753.0,9998
59.61094,-41.297223333333335,2151.2790090849894,2208.0,2922.2,9998
52.83014,-36.21595833333333,3438.717302346248,3461.0,914.4,9998
52.78262333333333,-35.992405,3542.0809365337377,3531.0,1135.8,9998
52.198166666666665,-35.17812333333333,3355.9973721430238,3523.0,2518.5,9998
58.91044,-42.17997,2393.4489776605997,2463.0,2204.6,9998
28.089768333333332,-18.365245,3807.5593982491114,3834.0,562.0,9998
52.89595666666666,-36.02521333333333,3297.2461845368507,2657.0,853.5,9998
52.667296666666665,-35.152385,3616.1876090246815,3622.0,1705.8,9998
52.18059,-35.81657,3302.3358687855175,3314.0,2500.9,9998
58.09914,-38.681885,3091.815924543542,3084.0,775.2,9998
56.999985,-33.64156,2483.9287419327297,2423.0,728.7,9998
58.32267,-44.51691,2324.992412820093,2067.0,2451.9,9998
28.157306666666667,-18.361528333333332,3867.0524512616153,3887.0,431.9,9998
53.05455333333333,-35.923566666666666,2780.3780103345207,2612.0,437.8,-1
52.651395,-35.016755,3477.777793927798,3436.0,1706.3,9998
51.836725,-35.55345833333333,3378.5452694557725,3406.0,2343.9,-1
56.8978,-34.01799,2453.594340669762,2792.0,1716.2,9998
58.96545,-45.44262,2424.776526568287,2442.0,696.7,9998
53.15267,-35.91306,2836.1001144510487,2512.0,334.1,9998
52.750965,-34.98737333333333,3168.438496795872,3119.0,1386.0,9998
51.64879,-35.47046,3678.878449115387,3680.0,2582.2,9998
59.476321666666664,-38.579725,3024.099178877869,3032.0,1294.2,9998
60.44156,-49.601815,2908.6166574867643,2936.0,8778.4,9998
28.307535,-18.273043333333334,3787.0042972342826,3799.0,970.6,9998
51.66538166666667,-34.776176666666665,3528.786188321357,3536.0,2755.4,-1
59.81328,-37.66859,3077.7166841636167,3083.0,1031.2,9998
56.76326666666667,-34.159085,2353.7104084902116,2546.0,1259.7,9998
60.62537,-50.25341,2965.2289320771088,2952.0,3519.4,9998
28.09944,-18.22885,3635.7574749294695,3635.0,615.4,9998
51.8147,-34.06023,3778.1744398003802,3565.0,2794.8,9998
59.88717,-37.739448333333335,3071.840983972088,3084.0,1241.2,9998
61.66762,-52.17803,2964.9876802886015,2970.0,6278.6,9998
27.940873333333332,-18.326013333333332,3615.293655046771,3653.0,1199.9,9998
52.820495,-35.03140333333333,3118.6158722659125,3054.0,1216.3,9998
52.013083333333334,-33.53794333333333,3685.577746471558,3630.0,3081.9,9998
60.11566,-35.38708,3088.380273090637,3056.0,1027.8,9998
56.73318,-34.07083,1941.8220726681072,1027.0,947.3,9998
61.919913333333334,-54.765148333333336,2735.313170205863,2745.0,1858.0,9998
27.987048333333334,-18.446386666666665,3856.3720739317205,3868.0,766.6,9998
52.63519333333333,-34.87333,3310.984282527986,3271.0,1691.0,9998
52.36271,-33.523983333333334,3430.083001124574,3499.0,2781.3,-1
56.81574666666667,-34.525125,2128.238661722492,2072.0,1278.0,9998
61.511073333333336,-53.880963333333334,2938.6535435859987,2932.0,2092.4,9998
27.855561666666667,-18.374566666666666,3639.7312706584985,3626.0,1537.7,9998
52.50867,-34.71331,2680.714974089935,2962.0,1557.6,9998
52.103948333333335,-33.59585,3735.2259101585923,3652.0,3224.1,-1
